Department,Department Name,Division,Gender,Base Salary,2025 Overtime Pay,2025 Longevity Pay,Grade
POL,Department of Police,POL 47 Management Services Bureau,M,150590.82,1586.36,0,A2
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,116725,4663.52,0,P4
FRS,Fire and Rescue Services,FRS 45 Station 32,M,98543,11101.77,0,F2
POL,Department of Police,POL 47 PSB 5th District Patrol,M,116725,0,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,F,120811,7578.89,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,134814,30334.5,0,A1
POL,Department of Police,POL 47 PSB 2nd District Community Operations,M,134814,7351.84,0,A1
POL,Department of Police,POL 47 PSB 5th District Patrol,M,116725,376.39,0,P4
ABS,Alcohol Beverage Services,ABS 85 Kingsview,F,77326.88,1017.51,0,14
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,139532,53563.11,0,A1
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,116725,3887.63,0,P4
POL,Department of Police,POL 47 PSB 1st District Patrol,M,116725,19392.81,0,P4
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,M,116725,11483.53,0,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,F,116725,4637.83,0,P4
ABS,Alcohol Beverage Services,ABS 85 Cloverly,M,56237.72,5953.73,0,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,83711.95,0,0,N18
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,84242.02,399.85,0,N18
ABS,Alcohol Beverage Services,ABS 85 Hampden Lane,F,76583.65,139.51,0,14
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,128198,0,0,24
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,93983,24952.54,0,C4
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,M,91489.68,0,0,N18
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,33896.55,0,0,10
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,140274,0,0,26
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,98322,0,0,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,86352,2026.06,0,15
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,94134,0,0,N17
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,239794.2,0,0,MD4
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,122603,0,0,23
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,33896.55,0,0,10
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,8357.06,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,21237.2,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,92514,10156.34,0,T1
HCA,Department of Housing and Community Affairs,HCA 76 Housing Development,M,71852.99,0,0,13
DOT,Department of Transportation,DOT 50 Transit COS Marketing,M,134086,0,0,N25
CAT,County Attorney's Office,CAT 30 Finance and Procurement,F,28788,0,0,N5
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,140274,598.12,0,N26
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,28788.06,0,0,5
OHR,Office of Human Resources,OHR 33 Recruitment and Selection,F,134086,0,0,N25
FRS,Fire and Rescue Services,FRS 45 Planning and Accreditation,F,169753.14,0,0,M3
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,26742.46,170.92,0,12
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,107323,4335.77,0,20
LIB,Department of Public Libraries,LIB 71 Business Office,F,92083.15,0,0,N21
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,50036.25,0,0,23
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,30039.31,0,0,13
FRS,Fire and Rescue Services,FRS 45 Station 23,M,103472,19011.32,0,F3
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,93983,89793.48,0,C4
LIB,Department of Public Libraries,LIB 71 Olney Library,F,41506.53,0,0,18
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,80041.15,7951.51,0,15
DOT,Department of Transportation,DOT 50 Transportation Construction Section,F,140274,0,0,N26
FRS,Fire and Rescue Services,FRS 45 Procurement,F,134086,0,0,25
DPS,Department of Permitting Services,DPS 75 Customer Support,F,155360.39,0,0,M3
CCL,County Council,CCL 01 Council Central Staff,M,200850,0,0,M1
POL,Department of Police,POL 47 FSB Traffic Division Vehicle Recovery Section,M,96963.49,14114.92,0,N18
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,66052.47,1123.87,0,10
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,102711,6558.53,0,19
CCL,County Council,CCL 01 Council Members and Staff,M,147501.87,0,0,LB3
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81200.09,12654.08,0,15
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,115856.28,313.51,0,23
OIG,Office of the Inspector General,OIG 06 Office of the Inspector General,F,153585,0,0,N28
FIN,Department of Finance,FIN 32 Division of Fiscal Management,F,153585,0,0,N28
DPS,Department of Permitting Services,DPS 75 Director's Office,F,153585,0,0,N28
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,122603,5176.27,0,23
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,F,102691,9285.1,0,C5
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,90149,0,0,16
FIN,Department of Finance,FIN 32 Timekeeping and Payroll,M,174641.65,0,0,M3
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,33484.25,0,0,13
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,134086,0,0,N25
DPS,Department of Permitting Services,DPS 75 Customer Support,M,94134,16.48,0,17
HCA,Department of Housing and Community Affairs,HCA 76 Affordable Housing Programs,F,86851.16,0,0,16
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,122603,2262.84,0,23
REC,Department of Recreation,REC 72 Facilities Division,F,112166,0,0,21
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,33896.92,0,0,10
BOE,Board of Elections,BOE 24 Information Technology Division,F,112166,0,0,21
POL,Department of Police,POL 47 MSB Personnel Division Administration,F,122603,0,0,N23
FIN,Department of Finance,FIN 32 Information Technology,M,181336,0,0,N32
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,167865.95,0,0,M3
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,M,83354.19,932.01,0,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,85937.48,0,0,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,90149,0,0,16
COR,Correction and Rehabilitation,COR 42 DS MCDC Central Processing Unit,F,112749,61648.55,0,C6
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,40535.34,0,0,18
COR,Correction and Rehabilitation,COR 42 DS Intake Classification and Re-Entry Services,F,119447.26,0,0,24
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,72174.62,982.66,0,13
DEP,Department of Environmental Protection,DEP 80 Strategic and Administrative Services Division,F,117252,0,0,N22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,F,107323,13246.53,0,20
LIB,Department of Public Libraries,LIB 71 Olney Library,F,128198,0,0,24
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,163770.15,0,0,M3
DGS,Department of General Services,DGS 36 Central Duplicating,M,90149,852.11,0,16
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,112749,24306.92,0,C6
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,33896.92,0,0,10
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,105683.06,23035.12,0,20
FRS,Fire and Rescue Services,FRS 45 Facilities,F,114581.25,0,0,N23
LIB,Department of Public Libraries,LIB 71 Davis Library,F,56083.26,0,0,21
LIB,Department of Public Libraries,LIB 71 Davis Library,M,89663.41,0,0,16
DOT,Department of Transportation,DOT 50 Transit Management Services,F,110090.84,0,0,N23
LIB,Department of Public Libraries,LIB 71 Damascus Library,M,90559.53,0,0,N20
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,102691,31936.96,0,C5
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,100125.88,0,0,N23
DGS,Department of General Services,DGS 36 Planning and Development,F,146770,0,0,N27
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,92821.49,0,0,18
REC,Department of Recreation,REC 72 Office of the Director,F,200829,0,0,M2
POL,Department of Police,POL 47 MSB Communications Division,F,101083.91,16723.4,0,19
OFR,Office of Food Systems Resilience,OFR 28 Food Systems Resilience,F,108757.94,0,0,N23
CEX,Offices of the County Executive,CEX 15 Chief Administrative Officer's Office,F,147618.53,0,0,M3
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,35650.65,0,0,13
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,108934.81,0,0,N25
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,M,112166,0,0,21
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,106882.53,0,0,N20
DPS,Department of Permitting Services,DPS 75 Fire Code Compliance,M,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,70932.04,0,0,13
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,74487.83,0,0,16
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,73406.59,0,0,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,78255.1,555.87,0,14
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,97342.33,3205.57,0,20
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,97342.33,2378.74,0,20
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,85918.1,3840.47,0,17
POL,Department of Police,POL 47 PSB 6th District Patrol,F,105277,0,0,P4
POL,Department of Police,POL 47 PSB 4th District Special Assignment Team,M,94951,25376.98,0,P4
DOT,Department of Transportation,DOT 50 Commuter Services,F,134086,0,0,N25
DPS,Department of Permitting Services,DPS 75 Commercial Structural and Complex Structures,M,122603,0,0,23
DPS,Department of Permitting Services,DPS 75 Land Development Division,F,200829,0,0,M2
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,59516,0,0,N23
DPS,Department of Permitting Services,DPS 75 Residential Plan Review,M,174641.65,0,0,M3
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Plan Review,M,140274,0,0,26
DPS,Department of Permitting Services,DPS 75 Well and Septic Review and Inspections,F,173477.43,0,0,M3
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,M,112778,34513.06,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,105277,15637.45,0,P4
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,102711,20749.45,0,19
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,117252,6009.37,0,N22
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,94134,0,0,17
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89087.79,62651.39,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,64246.5,3729.09,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92514,1518.46,0,T1
DGS,Department of General Services,DGS 36 Real Estate Office,F,134086,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,125273.7,0,0,N28
DPS,Department of Permitting Services,DPS 75 Land Development Right-of-Way Plan Review,M,140274,0,0,26
DPS,Department of Permitting Services,DPS 75 Commercial Bldg/LS/Access/FPS,F,128198,7426.75,0,24
DOT,Department of Transportation,DOT 50 Highway Services,M,92609.68,24975.84,0,N21
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,168264,0,0,N30
POL,Department of Police,POL 47 FSB Security Services Division,F,69163.72,0,0,15
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,36773.48,0,0,13
DPS,Department of Permitting Services,DPS 75 Central Services Unit,F,108153.91,0,0,N21
DOT,Department of Transportation,DOT 50 Highway Services,M,77584.2,26683.16,0,15
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,102711,740.72,0,19
DOT,Department of Transportation,DOT 50 Highway Services,M,82968.51,37904.68,0,16
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,109170,16656.5,0,C6
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,102711,42210.19,0,19
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,67037.95,0,0,13
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,28263.95,0,0,8
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,72079.86,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,69873.37,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,72079.89,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,128198,0,0,24
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,65.02,0,16
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,88326.77,0,0,21
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,72079.89,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,71754.72,0,0,16
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,91371.39,0,0,13
DOT,Department of Transportation,DOT 50 Transit Central Communication,M,98322,7121.82,0,18
CAT,County Attorney's Office,CAT 30 Insurance Defense Litigation,F,90149,0,0,N16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,83953.14,60.55,0,18
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,109170,44783.56,0,C6
CCL,County Council,CCL 01 Council Members and Staff,M,94691.89,0,0,N26
DPS,Department of Permitting Services,DPS 75 Commercial Bldg/LS/Access/FPS,M,140274,2226.16,0,26
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,153585,0,0,28
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP FiberNet Infrastructure,M,174642,22030.53,0,M3
POL,Department of Police,POL 47 PSB 1st District Patrol,M,116725,7357.06,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,F,88429.08,0,0,16
POL,Department of Police,POL 47 PSB 6th District Patrol,M,118417,0,0,P5
POL,Department of Police,POL 47 MSB Communications Division,M,106914.52,1767.45,0,N21
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,89703.24,0,0,21
POL,Department of Police,POL 47 FSB Special Operations Division,M,122560,30942.37,0,P5
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP DevOps and Server Support,M,181336,0,0,N32
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,112778,81.34,0,P4
POL,Department of Police,POL 47 PSB 3rd District Community Action Team,M,125850,11294.5,0,A1
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,119032,0,0,23
POL,Department of Police,POL 47 MSB Communications Division,M,97665.62,13022.65,0,19
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,112778,4939.36,0,P4
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 ODT Technical Support Team,M,181336,0,0,N32
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,112778,21704.01,0,P4
POL,Department of Police,POL 47 PSB 6th District Patrol,M,120811,29194.52,0,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,112778,11746.72,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,112778,1223.59,0,P4
POL,Department of Police,POL 47 PSB 6th District Patrol,M,108963,51505.58,0,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,M,112778,43869.97,0,P4
POL,Department of Police,POL 47 HQ Office of the Chief,M,126852,46172.67,0,P5
POL,Department of Police,POL 47 PSB 4th District Patrol,M,93594,39139.71,0,P3
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,112778,622.1,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,139532,15629.99,0,A1
POL,Department of Police,POL 47 PSB 6th District Special Assignment Team,M,112778,21428.48,0,P4
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,112778,28696.76,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,139532,27613.24,0,A1
POL,Department of Police,POL 47 PSB 6th District Patrol,M,116725,5317.77,0,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,112778,16053.52,0,P4
POL,Department of Police,POL 47 PSB 1st District Special Assignment Team,M,112778,12201.42,0,P4
POL,Department of Police,POL 47 PSB 3rd District Station,M,149793.25,58544.9,0,A2
POL,Department of Police,POL 47 PSB 4th District Patrol,M,120811,68663.82,3037.45,P4
POL,Department of Police,POL 47 PSB 3rd District Community Action Team,M,118417,26583.28,0,P5
POL,Department of Police,POL 47 PSB 5th District Patrol,M,112778,17832.63,0,P4
POL,Department of Police,POL 47 PSB 6th District Patrol,M,112778,19712.81,0,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,130255,48489.59,0,A1
